"","OTU","Sample","Abundance","sample_id","collection_date","Location","sublocation1","sublocation2","distance","distance_bin","sample_type","composition","target_gene","target_subfragment","TKN","NH3","TS","VS","TSS","pH","DO","Kingdom","Phylum"
"370","OTU30","15Lf",3.24150380660859,"15Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","156",NA,"innertube_sludge","liquid","16s","v4",244,50.2,1.6,1.3,2.34,NA,722.5,"Bacteria","Spirochaetes"
"951","OTU77","19Sf",3.21363801233224,"19Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","108",NA,"innertube_sludge","solid","16s","v4",391,54.3,1.9,1.5,1.8,NA,NA,"Bacteria","Chloroflexi"
"386","OTU30","19Lf",3.19420330935762,"19Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","108",NA,"innertube_sludge","liquid","16s","v4",391,54.3,1.9,1.5,1.8,NA,NA,"Bacteria","Spirochaetes"
"1116","OTU92","19Sf",3.16044009188732,"19Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","108",NA,"innertube_sludge","solid","16s","v4",391,54.3,1.9,1.5,1.8,NA,NA,"Bacteria","Synergistetes"
"366","OTU30","19Sf",3.1314230443719,"19Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","108",NA,"innertube_sludge","solid","16s","v4",391,54.3,1.9,1.5,1.8,NA,NA,"Bacteria","Spirochaetes"
"950","OTU77","7Sf",3.10182723787671,"7Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","48",NA,"innertube_sludge","solid","16s","v4",139,32.3,1.9,1.5,2.12,NA,640.5,"Bacteria","Chloroflexi"
"622","OTU47","10Sf",3.07133979617201,"10Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","84",NA,"innertube_sludge","solid","16s","v4",78.6,36.5,1.1,0.8,1.8,NA,616.5,"Archaea","Euryarchaeota"
"409","OTU31","8Sf",3.03845119655821,"8Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","60",NA,"innertube_sludge","solid","16s","v4",701,72.5,3.6,2.3,3.061,NA,402,"Bacteria","Chlorobi"
"629","OTU47","18Lf",3.02161220936188,"18Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","120",NA,"innertube_sludge","liquid","16s","v4",455,55.4,1.9,1.5,2.28,NA,408,"Archaea","Euryarchaeota"
"419","OTU31","9Lf",3.02001376133066,"9Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","72",NA,"innertube_sludge","liquid","16s","v4",150,47.6,2.1,1.7,2.48,NA,588,"Bacteria","Chlorobi"
"927","OTU77","14Sf",3.0163506871301,"14Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","156",NA,"innertube_sludge","solid","16s","v4",NA,NA,NA,NA,NA,NA,NA,"Bacteria","Chloroflexi"
"1120","OTU92","8Sf",2.98345107433572,"8Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","60",NA,"innertube_sludge","solid","16s","v4",701,72.5,3.6,2.3,3.061,NA,402,"Bacteria","Synergistetes"
"500","OTU41","8Lf",2.96196200860476,"8Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","60",NA,"innertube_sludge","liquid","16s","v4",701,72.5,3.6,2.3,3.061,NA,402,"Bacteria","OP8"
"110","OTU115","18Sf",2.95876570180229,"18Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","120",NA,"innertube_sludge","solid","16s","v4",455,55.4,1.9,1.5,2.28,NA,408,"Bacteria","Actinobacteria"
"943","OTU77","10Sf",2.95401441710167,"10Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","84",NA,"innertube_sludge","solid","16s","v4",78.6,36.5,1.1,0.8,1.8,NA,616.5,"Bacteria","Chloroflexi"
"631","OTU47","14Sf",2.9431236834186,"14Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","156",NA,"innertube_sludge","solid","16s","v4",NA,NA,NA,NA,NA,NA,NA,"Archaea","Euryarchaeota"
"952","OTU77","20Lf",2.94253297666267,"20Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","97",NA,"innertube_sludge","liquid","16s","v4",353,53.6,1.7,1.4,2.31,NA,937.5,"Bacteria","Chloroflexi"
"88","OTU115","20Lf",2.88718752882575,"20Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","97",NA,"innertube_sludge","liquid","16s","v4",353,53.6,1.7,1.4,2.31,NA,937.5,"Bacteria","Actinobacteria"
"1099","OTU92","10Sf",2.87944320159085,"10Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","84",NA,"innertube_sludge","solid","16s","v4",78.6,36.5,1.1,0.8,1.8,NA,616.5,"Bacteria","Synergistetes"
"504","OTU41","8Sf",2.86856193013762,"8Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","60",NA,"innertube_sludge","solid","16s","v4",701,72.5,3.6,2.3,3.061,NA,402,"Bacteria","OP8"
"617","OTU47","16Lf",2.85067084857989,"16Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","144",NA,"innertube_sludge","liquid","16s","v4",378,54.8,1.8,1.5,2.03,NA,724.5,"Archaea","Euryarchaeota"
"948","OTU77","9Sf",2.84632458545502,"9Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","72",NA,"innertube_sludge","solid","16s","v4",150,47.6,2.1,1.7,2.48,NA,588,"Bacteria","Chloroflexi"
"1104","OTU92","17Sf",2.71270164415555,"17Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","132",NA,"innertube_sludge","solid","16s","v4",151,48.5,1.2,1,2.16,NA,804,"Bacteria","Synergistetes"
"376","OTU30","18Sf",2.68569087930093,"18Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","120",NA,"innertube_sludge","solid","16s","v4",455,55.4,1.9,1.5,2.28,NA,408,"Bacteria","Spirochaetes"
"1110","OTU92","9Lf",2.65803093307805,"9Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","72",NA,"innertube_sludge","liquid","16s","v4",150,47.6,2.1,1.7,2.48,NA,588,"Bacteria","Synergistetes"
"633","OTU47","7Sf",2.61353778996558,"7Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","48",NA,"innertube_sludge","solid","16s","v4",139,32.3,1.9,1.5,2.12,NA,640.5,"Archaea","Euryarchaeota"
"375","OTU30","20Lf",2.61046028964118,"20Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","97",NA,"innertube_sludge","liquid","16s","v4",353,53.6,1.7,1.4,2.31,NA,937.5,"Bacteria","Spirochaetes"
"636","OTU47","19Lf",2.60957375190448,"19Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","108",NA,"innertube_sludge","liquid","16s","v4",391,54.3,1.9,1.5,1.8,NA,NA,"Archaea","Euryarchaeota"
"630","OTU47","11Sf",2.58003618343428,"11Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","96",NA,"innertube_sludge","solid","16s","v4",168,37.3,1.4,1,2.12,NA,828,"Archaea","Euryarchaeota"
"365","OTU30","17Sf",2.54528919983052,"17Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","132",NA,"innertube_sludge","solid","16s","v4",151,48.5,1.2,1,2.16,NA,804,"Bacteria","Spirochaetes"
"97","OTU115","11Sf",2.50294973649021,"11Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","96",NA,"innertube_sludge","solid","16s","v4",168,37.3,1.4,1,2.12,NA,828,"Bacteria","Actinobacteria"
"399","OTU31","18Sf",2.50136537411251,"18Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","120",NA,"innertube_sludge","solid","16s","v4",455,55.4,1.9,1.5,2.28,NA,408,"Bacteria","Chlorobi"
"930","OTU77","17Sf",2.49051846187233,"17Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","132",NA,"innertube_sludge","solid","16s","v4",151,48.5,1.2,1,2.16,NA,804,"Bacteria","Chloroflexi"
"388","OTU30","11Lf",2.46903768461488,"11Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","96",NA,"innertube_sludge","liquid","16s","v4",168,37.3,1.4,1,2.12,NA,828,"Bacteria","Spirochaetes"
"414","OTU31","19Sf",2.45556764599202,"19Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","108",NA,"innertube_sludge","solid","16s","v4",391,54.3,1.9,1.5,1.8,NA,NA,"Bacteria","Chlorobi"
"106","OTU115","16Sf",2.43293222671142,"16Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","144",NA,"innertube_sludge","solid","16s","v4",378,54.8,1.8,1.5,2.03,NA,724.5,"Bacteria","Actinobacteria"
"385","OTU30","20Sf",2.41286863270777,"20Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","97",NA,"innertube_sludge","solid","16s","v4",353,53.6,1.7,1.4,2.31,NA,937.5,"Bacteria","Spirochaetes"
"635","OTU47","17Lf",2.38617030479541,"17Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","132",NA,"innertube_sludge","liquid","16s","v4",151,48.5,1.2,1,2.16,NA,804,"Archaea","Euryarchaeota"
"85","OTU115","10Sf",2.36838180462342,"10Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","84",NA,"innertube_sludge","solid","16s","v4",78.6,36.5,1.1,0.8,1.8,NA,616.5,"Bacteria","Actinobacteria"
"102","OTU115","21Lf",2.36472608150668,"21Lf","11/13/2017","Sewage","MASSTC_ITT","MASSTC_ITT","0",NA,"raw_sewage","liquid","16s","v4",26.4,17.8,NA,NA,2,NA,448.5,"Bacteria","Actinobacteria"
"369","OTU30","14Sf",2.36232320192597,"14Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","156",NA,"innertube_sludge","solid","16s","v4",NA,NA,NA,NA,NA,NA,NA,"Bacteria","Spirochaetes"
"490","OTU41","9Sf",2.35017626321974,"9Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","72",NA,"innertube_sludge","solid","16s","v4",150,47.6,2.1,1.7,2.48,NA,588,"Bacteria","OP8"
"956","OTU80","18Sf",2.30748225013654,"18Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","120",NA,"innertube_sludge","solid","16s","v4",455,55.4,1.9,1.5,2.28,NA,408,"Bacteria","Acidobacteria"
"1098","OTU92","11Sf",2.29686148037442,"11Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","96",NA,"innertube_sludge","solid","16s","v4",168,37.3,1.4,1,2.12,NA,828,"Bacteria","Synergistetes"
"87","OTU115","17Sf",2.28280302169128,"17Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","132",NA,"innertube_sludge","solid","16s","v4",151,48.5,1.2,1,2.16,NA,804,"Bacteria","Actinobacteria"
"99","OTU115","19Sf",2.27058396808125,"19Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","108",NA,"innertube_sludge","solid","16s","v4",391,54.3,1.9,1.5,1.8,NA,NA,"Bacteria","Actinobacteria"
"1114","OTU92","5Sf",2.23788755505657,"5Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","24",NA,"innertube_sludge","solid","16s","v4",49.2,30.7,0.5,0.3,1.5,NA,243,"Bacteria","Synergistetes"
"936","OTU77","5Sf",2.18606960877451,"5Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","24",NA,"innertube_sludge","solid","16s","v4",49.2,30.7,0.5,0.3,1.5,NA,243,"Bacteria","Chloroflexi"
"93","OTU115","14Sf",2.12458621727355,"14Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","156",NA,"innertube_sludge","solid","16s","v4",NA,NA,NA,NA,NA,NA,NA,"Bacteria","Actinobacteria"
"394","OTU31","11Sf",2.02155274128844,"11Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","96",NA,"innertube_sludge","solid","16s","v4",168,37.3,1.4,1,2.12,NA,828,"Bacteria","Chlorobi"
"397","OTU31","17Sf",2.01411638265111,"17Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","132",NA,"innertube_sludge","solid","16s","v4",151,48.5,1.2,1,2.16,NA,804,"Bacteria","Chlorobi"
"1117","OTU92","8Lf",1.99586847459733,"8Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","60",NA,"innertube_sludge","liquid","16s","v4",701,72.5,3.6,2.3,3.061,NA,402,"Bacteria","Synergistetes"
"1107","OTU92","14Sf",1.95807001705286,"14Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","156",NA,"innertube_sludge","solid","16s","v4",NA,NA,NA,NA,NA,NA,NA,"Bacteria","Synergistetes"
"1105","OTU92","7Sf",1.94896046114671,"7Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","48",NA,"innertube_sludge","solid","16s","v4",139,32.3,1.9,1.5,2.12,NA,640.5,"Bacteria","Synergistetes"
"91","OTU115","4Sf",1.92989453159621,"4Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","12",NA,"innertube_sludge","solid","16s","v4",74.9,31.9,1.4,0.9,1.6,NA,237,"Bacteria","Actinobacteria"
"100","OTU115","9Sf",1.92656424540483,"9Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","72",NA,"innertube_sludge","solid","16s","v4",150,47.6,2.1,1.7,2.48,NA,588,"Bacteria","Actinobacteria"
"926","OTU77","11Sf",1.92086840242272,"11Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","96",NA,"innertube_sludge","solid","16s","v4",168,37.3,1.4,1,2.12,NA,828,"Bacteria","Chloroflexi"
"1100","OTU92","4Sf",1.89998227421785,"4Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","12",NA,"innertube_sludge","solid","16s","v4",74.9,31.9,1.4,0.9,1.6,NA,237,"Bacteria","Synergistetes"
"415","OTU31","20Lf",1.83562401992436,"20Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","97",NA,"innertube_sludge","liquid","16s","v4",353,53.6,1.7,1.4,2.31,NA,937.5,"Bacteria","Chlorobi"
"978","OTU80","8Sf",1.83333740741646,"8Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","60",NA,"innertube_sludge","solid","16s","v4",701,72.5,3.6,2.3,3.061,NA,402,"Bacteria","Acidobacteria"
"621","OTU47","16Sf",1.81242933891903,"16Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","144",NA,"innertube_sludge","solid","16s","v4",378,54.8,1.8,1.5,2.03,NA,724.5,"Archaea","Euryarchaeota"
"387","OTU30","10Sf",1.78772060651255,"10Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","84",NA,"innertube_sludge","solid","16s","v4",78.6,36.5,1.1,0.8,1.8,NA,616.5,"Bacteria","Spirochaetes"
"623","OTU47","4Sf",1.76260746255429,"4Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","12",NA,"innertube_sludge","solid","16s","v4",74.9,31.9,1.4,0.9,1.6,NA,237,"Archaea","Euryarchaeota"
"976","OTU80","17Sf",1.75163020451187,"17Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","132",NA,"innertube_sludge","solid","16s","v4",151,48.5,1.2,1,2.16,NA,804,"Bacteria","Acidobacteria"
"1102","OTU92","16Sf",1.74757451731361,"16Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","144",NA,"innertube_sludge","solid","16s","v4",378,54.8,1.8,1.5,2.03,NA,724.5,"Bacteria","Synergistetes"
"249","OTU168","19Sf",1.74344093821787,"19Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","108",NA,"innertube_sludge","solid","16s","v4",391,54.3,1.9,1.5,1.8,NA,NA,"Bacteria","Planctomycetes"
"235","OTU168","18Sf",1.69852539595849,"18Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","120",NA,"innertube_sludge","solid","16s","v4",455,55.4,1.9,1.5,2.28,NA,408,"Bacteria","Planctomycetes"
"406","OTU31","10Sf",1.64653243847875,"10Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","84",NA,"innertube_sludge","solid","16s","v4",78.6,36.5,1.1,0.8,1.8,NA,616.5,"Bacteria","Chlorobi"
"238","OTU168","20Lf",1.632690711189,"20Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","97",NA,"innertube_sludge","liquid","16s","v4",353,53.6,1.7,1.4,2.31,NA,937.5,"Bacteria","Planctomycetes"
"979","OTU80","19Sf",1.6177003989844,"19Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","108",NA,"innertube_sludge","solid","16s","v4",391,54.3,1.9,1.5,1.8,NA,NA,"Bacteria","Acidobacteria"
"247","OTU168","9Sf",1.61320741030886,"9Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","72",NA,"innertube_sludge","solid","16s","v4",150,47.6,2.1,1.7,2.48,NA,588,"Bacteria","Planctomycetes"
"1111","OTU92","21Lf",1.60316841695019,"21Lf","11/13/2017","Sewage","MASSTC_ITT","MASSTC_ITT","0",NA,"raw_sewage","liquid","16s","v4",26.4,17.8,NA,NA,2,NA,448.5,"Bacteria","Synergistetes"
"395","OTU31","16Sf",1.58456104679188,"16Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","144",NA,"innertube_sludge","solid","16s","v4",378,54.8,1.8,1.5,2.03,NA,724.5,"Bacteria","Chlorobi"
"937","OTU77","8Sf",1.56444792099538,"8Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","60",NA,"innertube_sludge","solid","16s","v4",701,72.5,3.6,2.3,3.061,NA,402,"Bacteria","Chloroflexi"
"339","OTU3","16Sf",1.55651571853007,"16Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","144",NA,"innertube_sludge","solid","16s","v4",378,54.8,1.8,1.5,2.03,NA,724.5,"Bacteria","Fusobacteria"
"359","OTU3","4Sf",1.51444651245236,"4Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","12",NA,"innertube_sludge","solid","16s","v4",74.9,31.9,1.4,0.9,1.6,NA,237,"Bacteria","Fusobacteria"
"343","OTU3","5Sf",1.51243630710769,"5Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","24",NA,"innertube_sludge","solid","16s","v4",49.2,30.7,0.5,0.3,1.5,NA,243,"Bacteria","Fusobacteria"
"360","OTU3","21Lf",1.50520871735993,"21Lf","11/13/2017","Sewage","MASSTC_ITT","MASSTC_ITT","0",NA,"raw_sewage","liquid","16s","v4",26.4,17.8,NA,NA,2,NA,448.5,"Bacteria","Fusobacteria"
"333","OTU246","21Lf",1.47044882395694,"21Lf","11/13/2017","Sewage","MASSTC_ITT","MASSTC_ITT","0",NA,"raw_sewage","liquid","16s","v4",26.4,17.8,NA,NA,2,NA,448.5,"Bacteria","Verrucomicrobia"
"246","OTU168","17Sf",1.45814172186799,"17Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","132",NA,"innertube_sludge","solid","16s","v4",151,48.5,1.2,1,2.16,NA,804,"Bacteria","Planctomycetes"
"960","OTU80","14Sf",1.41237837295616,"14Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","156",NA,"innertube_sludge","solid","16s","v4",NA,NA,NA,NA,NA,NA,NA,"Bacteria","Acidobacteria"
"403","OTU31","20Sf",1.34048257372654,"20Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","97",NA,"innertube_sludge","solid","16s","v4",353,53.6,1.7,1.4,2.31,NA,937.5,"Bacteria","Chlorobi"
"958","OTU80","20Sf",1.34048257372654,"20Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","97",NA,"innertube_sludge","solid","16s","v4",353,53.6,1.7,1.4,2.31,NA,937.5,"Bacteria","Acidobacteria"
"626","OTU47","15Lf",1.32642649713523,"15Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","156",NA,"innertube_sludge","liquid","16s","v4",244,50.2,1.6,1.3,2.34,NA,722.5,"Archaea","Euryarchaeota"
"1094","OTU92","16Lf",1.3161410234071,"16Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","144",NA,"innertube_sludge","liquid","16s","v4",378,54.8,1.8,1.5,2.03,NA,724.5,"Bacteria","Synergistetes"
"627","OTU47","10Lf",1.30580068831613,"10Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","84",NA,"innertube_sludge","liquid","16s","v4",78.6,36.5,1.1,0.8,1.8,NA,616.5,"Archaea","Euryarchaeota"
"1095","OTU92","18Lf",1.26498002663116,"18Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","120",NA,"innertube_sludge","liquid","16s","v4",455,55.4,1.9,1.5,2.28,NA,408,"Bacteria","Synergistetes"
"418","OTU31","4Sf",1.25963839404414,"4Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","12",NA,"innertube_sludge","solid","16s","v4",74.9,31.9,1.4,0.9,1.6,NA,237,"Bacteria","Chlorobi"
"94","OTU115","4Lf",1.25235916957231,"4Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","12",NA,"innertube_sludge","liquid","16s","v4",74.9,31.9,1.4,0.9,1.6,NA,237,"Bacteria","Actinobacteria"
"835","OTU71","19Sf",1.24652399951638,"19Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","108",NA,"innertube_sludge","solid","16s","v4",391,54.3,1.9,1.5,1.8,NA,NA,"Bacteria","GN04"
"345","OTU3","10Sf",1.24384787472036,"10Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","84",NA,"innertube_sludge","solid","16s","v4",78.6,36.5,1.1,0.8,1.8,NA,616.5,"Bacteria","Fusobacteria"
"634","OTU47","5Sf",1.22743760255635,"5Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","24",NA,"innertube_sludge","solid","16s","v4",49.2,30.7,0.5,0.3,1.5,NA,243,"Archaea","Euryarchaeota"
"372","OTU30","16Sf",1.22435386192934,"16Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","144",NA,"innertube_sludge","solid","16s","v4",378,54.8,1.8,1.5,2.03,NA,724.5,"Bacteria","Spirochaetes"
"384","OTU30","4Sf",1.19981387928742,"4Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","12",NA,"innertube_sludge","solid","16s","v4",74.9,31.9,1.4,0.9,1.6,NA,237,"Bacteria","Spirochaetes"
"973","OTU80","4Sf",1.19316671098112,"4Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","12",NA,"innertube_sludge","solid","16s","v4",74.9,31.9,1.4,0.9,1.6,NA,237,"Bacteria","Acidobacteria"
"1103","OTU92","15Lf",1.14590691468488,"15Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","156",NA,"innertube_sludge","liquid","16s","v4",244,50.2,1.6,1.3,2.34,NA,722.5,"Bacteria","Synergistetes"
"405","OTU31","14Sf",1.14555120874712,"14Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","156",NA,"innertube_sludge","solid","16s","v4",NA,NA,NA,NA,NA,NA,NA,"Bacteria","Chlorobi"
"225","OTU168","11Sf",1.1421379690081,"11Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","96",NA,"innertube_sludge","solid","16s","v4",168,37.3,1.4,1,2.12,NA,828,"Bacteria","Planctomycetes"
"814","OTU71","4Sf",1.11561641407427,"4Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","12",NA,"innertube_sludge","solid","16s","v4",74.9,31.9,1.4,0.9,1.6,NA,237,"Bacteria","GN04"
"250","OTU168","4Sf",1.11450855268989,"4Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","12",NA,"innertube_sludge","solid","16s","v4",74.9,31.9,1.4,0.9,1.6,NA,237,"Bacteria","Planctomycetes"
"233","OTU168","10Sf",1.08973402933134,"10Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","84",NA,"innertube_sludge","solid","16s","v4",78.6,36.5,1.1,0.8,1.8,NA,616.5,"Bacteria","Planctomycetes"
"974","OTU80","9Sf",1.08804456630544,"9Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","72",NA,"innertube_sludge","solid","16s","v4",150,47.6,2.1,1.7,2.48,NA,588,"Bacteria","Acidobacteria"
"820","OTU71","16Sf",1.08325080411215,"16Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","144",NA,"innertube_sludge","solid","16s","v4",378,54.8,1.8,1.5,2.03,NA,724.5,"Bacteria","GN04"
"313","OTU246","4Sf",1.07905698838961,"4Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","12",NA,"innertube_sludge","solid","16s","v4",74.9,31.9,1.4,0.9,1.6,NA,237,"Bacteria","Verrucomicrobia"
"1115","OTU92","17Lf",1.07557888059056,"17Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","132",NA,"innertube_sludge","liquid","16s","v4",151,48.5,1.2,1,2.16,NA,804,"Bacteria","Synergistetes"
"625","OTU47","20Sf",1.07238605898123,"20Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","97",NA,"innertube_sludge","solid","16s","v4",353,53.6,1.7,1.4,2.31,NA,937.5,"Archaea","Euryarchaeota"
"1097","OTU92","20Sf",1.07238605898123,"20Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","97",NA,"innertube_sludge","solid","16s","v4",353,53.6,1.7,1.4,2.31,NA,937.5,"Bacteria","Synergistetes"
"1118","OTU92","19Lf",1.0700492506112,"19Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","108",NA,"innertube_sludge","liquid","16s","v4",391,54.3,1.9,1.5,1.8,NA,NA,"Bacteria","Synergistetes"
"108","OTU115","8Sf",1.04378009728911,"8Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","60",NA,"innertube_sludge","solid","16s","v4",701,72.5,3.6,2.3,3.061,NA,402,"Bacteria","Actinobacteria"
"637","OTU47","7Lf",1.04166666666667,"7Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","48",NA,"innertube_sludge","liquid","16s","v4",139,32.3,1.9,1.5,2.12,NA,640.5,"Archaea","Euryarchaeota"
"949","OTU77","9Lf",1.02910820594131,"9Lf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","72",NA,"innertube_sludge","liquid","16s","v4",150,47.6,2.1,1.7,2.48,NA,588,"Bacteria","Chloroflexi"
"839","OTU71","18Sf",1.02403058438012,"18Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","120",NA,"innertube_sludge","solid","16s","v4",455,55.4,1.9,1.5,2.28,NA,408,"Bacteria","GN04"
"411","OTU31","7Sf",1.02274953129809,"7Sf","11/13/2017","MASSTC","MASSTC_ITT","MASSTC_ITT","48",NA,"innertube_sludge","solid","16s","v4",139,32.3,1.9,1.5,2.12,NA,640.5,"Bacteria","Chlorobi"
